Title,Price,Rating,URL
OnePlus Nord 5 | Snapdragon 8s Gen 3 | Stable 144FPS Gaming | Dual 50MP Flagship Camera | Powered by OnePlus AI | 8GB + 256GB | Marble Sands,"₹31,998.00",4.4 out of 5 stars,https://www.amazon.in/OnePlus-Snapdragon-Stable-Flagship-Powered/dp/B0FC6TYPPX?ref=dlx_deals_dg_dcl_B0FC6TYPPX_dt_sl10_57&pf_rd_r=G7RMKR2KEPMC1PSWF92W&pf_rd_p=4aa1ec30-42c5-481c-8f72-6d38d1fd7d57&th=1
